"","FIPS","impact","obama2008","romney2012","storm"
"2426","47065",0,0.4354593671,0.57,0
"2427","47067",1,0.2696428571,0.75,0
"2428","47069",0,0.526742013,0.47,0
"2429","47071",0,0.2784532589,0.75,0
"2430","47073",1,0.2817866147,0.73,0
"2431","47075",0,0.6024140904,0.39,0
"2432","47077",0,0.2788443788,0.74,0
"2433","47079",0,0.3803898405,0.64,0
"2434","47081",0,0.4192751236,0.63,0
"2435","47083",0,0.5002981515,0.52,0
"2436","47085",0,0.4749340369,0.56,0
"2437","47087",0,0.4996718442,0.57,0
"2438","47089",1,0.2793697048,0.74,0
"2439","47091",1,0.2787556904,0.74,0
"2440","47093",1,0.3761879971,0.64,0
"2441","47095",0,0.4575513852,0.56,0
"2442","47097",0,0.4628400086,0.53,0
"2443","47099",0,0.3221375952,0.71,0
"2444","47101",0,0.373060211,0.66,0
"2445","47103",0,0.2814690643,0.74,0
"2446","47105",0,0.2730796971,0.76,0
"2447","47107",0,0.2949100202,0.73,0
"2448","47109",0,0.3004510124,0.72,0
"2449","47111",0,0.2798913043,0.76,0
"2450","47113",0,0.4587246324,0.54,0
"2451","47115",0,0.3939844365,0.6,0
"2452","47117",0,0.3826187101,0.64,0
"2453","47119",0,0.3867594787,0.63,0
"2454","47121",0,0.3238072744,0.69,0
"2455","47123",0,0.3011272142,0.72,0
"2456","47125",0,0.4548180479,0.54,0
"2457","47127",0,0.2984417344,0.73,0
"2458","47129",0,0.2886250366,0.72,0
"2459","47131",0,0.3216845878,0.72,0
"2460","47133",0,0.4225491408,0.62,0
"2461","47135",0,0.443,0.6,0
"2462","47137",0,0.319730438,0.7,0
"2463","47139",0,0.3267189663,0.68,0
"2464","47141",0,0.3564758871,0.68,0
"2465","47143",0,0.261829653,0.74,0
"2466","47145",0,0.3105168114,0.7,0
"2467","47147",0,0.3374375317,0.67,0
"2468","47149",0,0.3975798121,0.62,0
"2469","47151",0,0.2535751143,0.77,0
"2470","47153",0,0.3160316584,0.69,0
"2471","47155",4,0.253352194,0.77,0
"2472","47157",0,0.6349619223,0.37,0
"2473","47159",0,0.3864546982,0.63,0
"2474","47161",0,0.4485200654,0.58,0
"2475","47163",1,0.2867324133,0.73,0
"2476","47165",0,0.3196132391,0.7,0
"2477","47167",0,0.3133813976,0.69,0
"2478","47169",0,0.4553599011,0.55,0
"2479","47171",1,0.2916089726,0.71,0
"2480","47173",0,0.2859824781,0.74,0
"2481","47175",0,0.3850340136,0.6,0
"2482","47177",0,0.3830925257,0.62,0
"2483","47179",1,0.3256299939,0.68,0
"2484","47181",0,0.2452044879,0.78,0
"2485","47183",0,0.3356714891,0.7,0
"2486","47185",0,0.3494450783,0.68,0
"2487","47187",0,0.2977825725,0.73,0
"2488","47189",0,0.3099280402,0.7,0
"2489","48001",0,0.2786549355,0.76,0
"2490","48003",0,0.1708847069,0.81,0
"2491","48005",0,0.3218465763,0.71,0
"2492","48007",0,0.3074168798,0.71,0
"2493","48009",0,0.169651056,0.86,0
"2494","48011",0,0.1292929293,0.89,0
"2495","48013",0,0.4403082158,0.59,0
"2496","48015",0,0.2416009599,0.8,0
"2497","48017",0,0.2941176471,0.74,0
"2498","48019",0,0.2426335672,0.79,0
"2499","48021",0,0.4527585004,0.57,0
"2500","48023",0,0.222763238,0.81,0
"2501","48025",0,0.4471843946,0.55,0
"2502","48027",0,0.4475542389,0.58,0
"2503","48029",0,0.5242997371,0.47,0
"2504","48031",0,0.2982099268,0.73,0
"2505","48033",0,0.1108033241,0.89,0
"2506","48035",0,0.2349862619,0.8,0
"2507","48037",0,0.3076331529,0.7,0
"2508","48039",0,0.3484722501,0.66,0
"2509","48041",0,0.3499777618,0.67,0
"2510","48043",0,0.498629386,0.51,0
"2511","48045",0,0.2475845411,0.82,0
"2512","48047",0,0.7566045907,0.21,0
"2513","48049",0,0.1880712523,0.85,0
"2514","48051",0,0.3083508561,0.72,0
"2515","48053",0,0.2732461356,0.76,0
"2516","48055",0,0.4652267819,0.54,0
"2517","48057",0,0.3971166448,0.61,0
"2518","48059",0,0.1861320259,0.84,0
"2519","48061",0,0.6410813388,0.33,0
"2520","48063",0,0.3798772468,0.66,0
"2521","48065",0,0.1365164761,0.88,0
"2522","48067",0,0.2947537383,0.74,0
"2523","48069",0,0.3142482517,0.69,0
"2524","48071",0,0.2403592182,0.8,0
"2525","48073",0,0.2811012086,0.75,0
"2526","48075",0,0.2164634146,0.83,0
"2527","48077",0,0.2034883721,0.84,0
"2528","48079",0,0.2689393939,0.71,0
"2529","48081",0,0.1898976982,0.86,0
"2530","48083",0,0.1739248039,0.86,0
"2531","48085",0,0.3674482571,0.65,0
"2532","48087",0,0.2140762463,0.84,0
"2533","48089",0,0.3004441244,0.74,0
"2534","48091",0,0.2578190158,0.76,0
"2535","48093",0,0.2574504903,0.8,0
"2536","48095",0,0.2390697674,0.79,0
"2537","48097",0,0.2030750799,0.83,0
"2538","48099",0,0.3616520788,0.68,0
"2539","48101",0,0.265248227,0.75,0
"2540","48103",0,0.219394773,0.77,0
"2541","48105",0,0.3313915858,0.66,0
"2542","48107",0,0.3573667712,0.63,0
"2543","48109",0,0.6496815287,0.34,0
"2544","48111",0,0.1906565657,0.81,0
"2545","48113",0,0.5749292967,0.42,0
"2546","48115",0,0.2794878109,0.71,0
"2547","48117",0,0.2634249471,0.71,0
"2548","48119",0,0.2693187014,0.75,0
"2549","48121",0,0.3751523037,0.65,0
"2550","48123",0,0.2588679245,0.77,0
"2551","48125",0,0.2407407407,0.78,0
"2552","48127",0,0.7513257047,0.26,0
"2553","48129",0,0.1725978648,0.84,0
"2554","48131",0,0.748015423,0.23,0
"2555","48133",0,0.1954783144,0.84,0
"2556","48135",0,0.2564982559,0.74,0
"2557","48137",0,0.3355965082,0.73,0
"2558","48139",0,0.2851636689,0.73,0
"2559","48141",0,0.659605286,0.33,0
"2560","48143",0,0.2235092235,0.83,0
"2561","48145",0,0.394043067,0.62,0
"2562","48147",0,0.2972114972,0.76,0
"2563","48149",0,0.2821907531,0.77,0
"2564","48151",0,0.3850896861,0.67,0
"2565","48153",0,0.2892857143,0.73,0
"2566","48155",0,0.3795620438,0.7,0
"2567","48157",0,0.4858386182,0.53,0
"2568","48159",0,0.2410222516,0.81,0
"2569","48161",0,0.2793511136,0.75,0
"2570","48163",0,0.5920728705,0.39,0
"2571","48165",0,0.1600196947,0.86,0
"2572","48167",0,0.3989838843,0.63,0
"2573","48169",0,0.2148997135,0.81,0
"2574","48171",0,0.2101390025,0.82,0
"2575","48173",0,0.0936936937,0.91,0
"2576","48175",0,0.3647091109,0.66,0
"2577","48177",0,0.344893719,0.7,0
"2578","48179",0,0.1419601083,0.87,0
"2579","48181",0,0.3062880325,0.73,0
"2580","48183",0,0.3091594066,0.69,0
"2581","48185",0,0.3249609422,0.71,0
"2582","48187",0,0.3406032089,0.67,0
"2583","48189",0,0.2724054218,0.73,0
"2584","48191",0,0.2567353407,0.75,0
"2585","48193",0,0.2287685775,0.82,0
"2586","48195",0,0.1139180172,0.91,0
"2587","48197",0,0.2338557994,0.79,0
"2588","48199",0,0.1902896658,0.83,0
"2589","48201",0,0.5050200769,0.49,0
"2590","48203",0,0.3400130273,0.67,0
"2591","48205",0,0.1260716087,0.89,0
"2592","48207",0,0.3309659091,0.71,0
"2593","48209",0,0.4835942818,0.54,0
"2594","48211",0,0.1380191693,0.86,0
"2595","48213",0,0.2730576224,0.77,0
"2596","48215",0,0.6908388462,0.29,0
"2597","48217",0,0.2896541216,0.76,0
"2598","48219",0,0.2351553284,0.78,0
"2599","48221",0,0.2255084821,0.82,0
"2600","48223",0,0.2734883721,0.77,0
"2601","48225",0,0.3092795523,0.72,0
"2602","48227",0,0.2626461157,0.78,0
"2603","48229",0,0.4799107143,0.55,0
"2604","48231",0,0.2920320892,0.75,0
"2605","48233",0,0.1509714286,0.86,0
"2606","48235",0,0.2007343941,0.85,0
"2607","48237",0,0.1558872305,0.89,0
"2608","48239",0,0.2587918908,0.78,0
"2609","48241",0,0.286728176,0.74,0
"2610","48243",0,0.3799837266,0.6,0
"2611","48245",0,0.5087390974,0.49,0
"2612","48247",0,0.7360881543,0.21,0
"2613","48249",0,0.5780641813,0.41,0
"2614","48251",0,0.2583648705,0.77,0
"2615","48253",0,0.2636583679,0.77,0
"2616","48255",0,0.3899657925,0.68,0
"2617","48257",0,0.317926652,0.72,0
"2618","48259",0,0.2155720975,0.82,0
"2619","48261",0,0.5346534653,0.5,0
"2620","48263",0,0.2214765101,0.83,0
"2621","48265",0,0.2478506838,0.79,0
"2622","48267",0,0.1855277476,0.88,0
"2623","48269",0,0.049382716,0.96,0
"2624","48271",0,0.4081237911,0.62,0
"2625","48273",0,0.5326638263,0.46,0
"2626","48275",0,0.2677395757,0.77,0
"2627","48277",0,0.2860730469,0.75,0
"2628","48279",0,0.2558654272,0.75,0
"2629","48281",0,0.2496377289,0.78,0
"2630","48283",0,0.5924464487,0.41,0
"2631","48285",0,0.2275719161,0.82,0
"2632","48287",0,0.3142183818,0.73,0
"2633","48289",0,0.2012802276,0.84,0
"2634","48291",0,0.2774555746,0.76,0
"2635","48293",0,0.329533543,0.7,0
"2636","48295",0,0.1239008793,0.89,0
"2637","48297",0,0.2506640908,0.77,0
"2638","48299",0,0.2341554792,0.8,0
"2639","48301",0,0.1518987342,0.84,0
"2640","48303",0,0.3124387653,0.7,0
"2641","48305",0,0.295540797,0.74,0
"2642","48307",0,0.2418604651,0.81,0
"2643","48309",0,0.3770561953,0.64,0
"2644","48311",0,0.2444029851,0.86,0
"2645","48313",0,0.2824691358,0.75,0
"2646","48315",0,0.3880103847,0.64,0
"2647","48317",0,0.183090379,0.84,0
"2648","48319",0,0.2579121398,0.79,0
"2649","48321",0,0.3566967384,0.66,0
"2650","48323",0,0.7823303457,0.21,0
"2651","48325",0,0.3281410256,0.69,0
"2652","48327",0,0.2906403941,0.78,0
"2653","48329",0,0.2097365282,0.8,0
"2654","48331",0,0.3652090341,0.67,0
"2655","48333",0,0.1832412523,0.86,0
"2656","48335",0,0.2418489476,0.76,0
"2657","48337",0,0.2011864193,0.84,0
"2658","48339",0,0.2326425596,0.8,0
"2659","48341",0,0.2065857248,0.8,0
"2660","48343",0,0.3919099409,0.63,0
"2661","48345",0,0.1127946128,0.9,0
"2662","48347",0,0.3526322423,0.67,0
"2663","48349",0,0.3310848102,0.71,0
"2664","48351",0,0.3333333333,0.71,0
"2665","48353",0,0.3005928854,0.72,0
"2666","48355",0,0.4740098151,0.51,0
"2667","48357",0,0.0783870968,0.91,0
"2668","48359",0,0.1109902067,0.91,0
"2669","48361",0,0.2602273501,0.77,0
"2670","48363",0,0.253937608,0.79,0
"2671","48365",0,0.2533803645,0.78,0
"2672","48367",0,0.2197660942,0.82,0
"2673","48369",0,0.1939050701,0.79,0
"2674","48371",0,0.3693693694,0.61,0
"2675","48373",0,0.3092501368,0.74,0
"2676","48375",0,0.298499482,0.72,0
"2677","48377",0,0.7126567845,0.28,0
"2678","48379",0,0.2473859316,0.8,0
"2679","48381",0,0.1830263871,0.83,0
"2680","48383",0,0.1981891348,0.8,0
"2681","48385",0,0.2304855562,0.81,0
"2682","48387",0,0.3051587302,0.7,0
"2683","48389",0,0.5228013029,0.41,0
"2684","48391",0,0.4244471744,0.62,0
"2685","48393",0,0.0791505792,0.93,0
"2686","48395",0,0.3997010463,0.61,0
"2687","48397",0,0.2650640123,0.76,0
"2688","48399",0,0.1863836397,0.85,0
"2689","48401",0,0.2664563392,0.75,0
"2690","48403",0,0.2209684038,0.81,0
"2691","48405",0,0.3579714054,0.67,0
"2692","48407",0,0.304158283,0.74,0
"2693","48409",0,0.4143198538,0.6,0
"2694","48411",0,0.1986133768,0.84,0
"2695","48413",0,0.2480739599,0.77,0
"2696","48415",0,0.1962836009,0.82,0
"2697","48417",0,0.1382059801,0.89,0
"2698","48419",0,0.2763486378,0.74,0
"2699","48421",0,0.1354166667,0.87,0
"2700","48423",0,0.298963724,0.73,0
"2701","48425",0,0.2275449102,0.81,0
"2702","48427",0,0.8446701549,0.13,0
"2703","48429",0,0.1775886525,0.85,0
"2704","48431",0,0.1567043619,0.93,0
"2705","48433",0,0.2802721088,0.75,0
"2706","48435",0,0.2414448669,0.75,0
"2707","48437",0,0.322094407,0.73,0
"2708","48439",0,0.437757527,0.57,0
"2709","48441",0,0.2676958866,0.76,0
"2710","48443",0,0.36328125,0.65,0
"2711","48445",0,0.3234052533,0.7,0
"2712","48447",0,0.1980906921,0.86,0
"2713","48449",0,0.3401950163,0.69,0
"2714","48451",0,0.2871746971,0.73,0
"2715","48453",0,0.6414309737,0.36,0
"2716","48455",0,0.3171254327,0.73,0
"2717","48457",0,0.2736375158,0.77,0
"2718","48459",0,0.2622338439,0.79,0
"2719","48461",0,0.2412060302,0.73,0
"2720","48463",0,0.4705882353,0.54,0
"2721","48465",0,0.5453835338,0.47,0
"2722","48467",0,0.2210386805,0.83,0
"2723","48469",0,0.329026211,0.68,0
"2724","48471",0,0.3837849169,0.64,0
"2725","48473",0,0.4608650541,0.58,0
"2726","48475",0,0.2499304976,0.73,0
"2727","48477",0,0.2820261667,0.75,0
"2728","48479",0,0.7152483635,0.23,0
"2729","48481",0,0.3426845358,0.69,0
"2730","48483",0,0.1401160196,0.88,0
"2731","48485",0,0.3017303454,0.73,0
"2732","48487",0,0.2654827969,0.74,0
"2733","48489",0,0.696176651,0.28,0
"2734","48491",0,0.4283560825,0.59,0
"2735","48493",0,0.3278287462,0.71,0
"2736","48495",0,0.2350911779,0.76,0
"2737","48497",0,0.2171420242,0.83,0
"2738","48499",0,0.2254442877,0.82,0
"2739","48501",0,0.1833740831,0.8,0
"2740","48503",0,0.1784539474,0.85,0
"2741","48505",0,0.6767888307,0.28,0
"2742","48507",0,0.8418472652,0.16,0
"2743","49001",0,0.2156779661,0.85,0
"2744","49003",0,0.1720189891,0.88,0
"2745","49005",0,0.2487506659,0.83,0
"2746","49007",0,0.4468028655,0.67,0
"2747","49009",0,0.297235023,0.78,0
"2748","49011",0,0.2744972961,0.8,0
"2749","49013",0,0.1594099876,0.89,0
"2750","49015",0,0.2184246265,0.85,0
"2751","49017",0,0.191246432,0.84,0
"2752","49019",0,0.5079487179,0.5,0
"2753","49021",0,0.1988500549,0.85,0
"2754","49023",0,0.204711161,0.87,0
"2755","49025",0,0.2715654952,0.75,0
"2756","49027",0,0.1586923577,0.89,0
"2757","49029",0,0.1663786719,0.89,0
"2758","49031",0,0.1766917293,0.89,0
"2759","49033",0,0.1533864542,0.91,0
"2760","49035",0,0.4835927313,0.58,0
"2761","49037",0,0.4651442308,0.58,0
"2762","49039",0,0.183394507,0.88,0
"2763","49041",0,0.1694915254,0.89,0
"2764","49043",0,0.5676009384,0.51,0
"2765","49045",0,0.3341036852,0.75,0
"2766","49047",0,0.1441450671,0.9,0
"2767","49049",0,0.1842740126,0.88,0
"2768","49051",0,0.3399276236,0.75,0
"2769","49053",0,0.2098684211,0.83,0
"2770","49055",0,0.2559569562,0.82,0
"2771","49057",0,0.3482470252,0.72,0
"2772","50001",1,0.6905333472,0.29,0
"2773","50003",1,0.6590012103,0.32,0
"2774","50005",1,0.607440273,0.37,0
"2775","50007",1,0.6820306973,0.28,0
"2776","50009",1,0.5623781676,0.42,0
"2777","50011",1,0.6163774961,0.37,0
"2778","50013",1,0.6329887218,0.36,0
"2779","50015",1,0.7066751229,0.28,0
"2780","50017",1,0.6480843166,0.33,0
"2781","50019",1,0.6277590134,0.37,0
"2782","50021",1,0.6144444444,0.38,0
"2783","50023",1,0.696042941,0.28,0
"2784","50025",1,0.7339372939,0.24,0
"2785","50027",1,0.6912305608,0.3,0
"2786","51001",3,0.4874407279,0.51,4.8
"2787","51003",1,0.5855230833,0.43,0
"2788","51005",1,0.4826134203,0.5,0
"2789","51007",1,0.3812442538,0.63,0
"2790","51009",1,0.4150095342,0.59,0
"2791","51011",1,0.346406086,0.67,0
"2792","51013",4,0.7190947821,0.29,1.499
"2793","51015",1,0.2951336738,0.7,0
"2794","51017",1,0.4297486609,0.57,0
"2795","51019",0,0.3077718181,0.71,0
"2796","51021",1,0.2924847664,0.73,0
"2797","51023",1,0.3275227247,0.68,0
"2798","51025",1,0.6289363855,0.37,0
"2799","51027",4,0.4670651799,0.67,0
"2800","51029",1,0.4991416309,0.48,0
"2801","51031",0,0.3137870855,0.69,0
"2802","51033",4,0.5552282769,0.45,2.402
"2803","51035",0,0.3274089424,0.68,0
"2804","51036",1,0.6840202458,0.33,0.4
"2805","51037",1,0.4401952807,0.56,0
"2806","51041",1,0.4591770529,0.53,1.601
"2807","51043",4,0.4663429111,0.55,0
"2808","51045",1,0.3346065699,0.66,0
"2809","51047",4,0.4465526863,0.57,0
"2810","51049",1,0.4774507728,0.5,0
"2811","51051",4,0.4878702188,0.62,0
"2812","51053",1,0.4846744782,0.51,0
"2813","51057",4,0.5474902034,0.46,2.3
"2814","51059",4,0.6023487719,0.39,2.5
"2815","51061",4,0.4282449458,0.59,0
"2816","51063",0,0.3914434226,0.61,0
"2817","51065",1,0.486280368,0.52,0
"2818","51067",0,0.3793185045,0.63,0
"2819","51069",4,0.3862958989,0.63,0
"2820","51071",1,0.4101773323,0.62,0
"2821","51073",4,0.360302162,0.63,3.999
"2822","51075",4,0.3835365368,0.63,0
"2823","51077",1,0.3445880228,0.67,0
"2824","51079",1,0.385007278,0.62,0
"2825","51081",1,0.6390992835,0.36,0
"2826","51083",0,0.4825988835,0.52,0
"2827","51085",4,0.3284722222,0.68,1.099
"2828","51087",1,0.5576587409,0.43,1.601
"2829","51089",0,0.4415058375,0.56,0
"2830","51091",1,0.3799098519,0.65,0
"2831","51093",4,0.429272445,0.57,4.8
"2832","51095",4,0.4501400851,0.55,3.301
"2833","51097",4,0.518238314,0.51,0.4
"2834","51099",3,0.4277926549,0.58,3.901
"2835","51101",1,0.3994743758,0.61,0.4
"2836","51103",4,0.4667436156,0.54,2.402
"2837","51105",1,0.3495873154,0.71,0
"2838","51107",4,0.5371312968,0.47,0
"2839","51109",4,0.4554532994,0.56,0
"2840","51111",1,0.4787460149,0.52,0
"2841","51113",4,0.4273555323,0.58,0
"2842","51115",4,0.3568411387,0.65,3.199
"2843","51117",0,0.4726754211,0.53,0
"2844","51119",4,0.3985664277,0.6,3.199
"2845","51121",1,0.51849386,0.49,0
"2846","51125",1,0.5411634212,0.48,0
"2847","51127",1,0.3501052421,0.66,0.4
"2848","51131",4,0.5778588808,0.41,4.8
"2849","51133",3,0.4479307547,0.57,2.402
"2850","51135",1,0.4886184681,0.5,0
"2851","51137",4,0.4504087712,0.57,0
"2852","51139",1,0.4083108369,0.62,0
"2853","51141",0,0.3379901385,0.68,0
"2854","51143",0,0.3752303844,0.63,0
"2855","51145",4,0.2935226879,0.72,0
"2856","51147",1,0.5437007035,0.43,0
"2857","51149",1,0.4459036898,0.55,1.601
"2858","51153",4,0.576019442,0.41,2.5
"2859","51155",1,0.3938244493,0.61,0
"2860","51157",1,0.4790623578,0.53,0
"2861","51159",4,0.4322735773,0.57,2.5
"2862","51161",0,0.3893102771,0.62,0
"2863","51163",1,0.4273075789,0.58,0
"2864","51165",1,0.3141963991,0.69,0
"2865","51167",1,0.4300540729,0.68,0
"2866","51169",1,0.2767340307,0.74,0
"2867","51171",1,0.3605076248,0.65,0
"2868","51173",1,0.3456176111,0.66,0
"2869","51175",1,0.4858183423,0.51,0
"2870","51177",4,0.4611580351,0.55,0
"2871","51179",4,0.4647077957,0.54,2.999
"2872","51181",4,0.6071676301,0.39,2.402
"2873","51183",1,0.6157433315,0.37,0
"2874","51185",4,0.3289249398,0.78,0
"2875","51187",4,0.4348934054,0.59,0
"2876","51191",1,0.3297480779,0.71,0
"2877","51193",3,0.5468339307,0.46,3.1
"2878","51195",1,0.3543307087,0.74,0
"2879","51197",1,0.3295354249,0.67,0
"2880","51199",4,0.4048582996,0.6,4.701
"2881","51510",4,0.7191935024,0.28,1.601
"2882","51515",0,0.3077718181,0.54,0
"2883","51520",1,0.3634256103,0.65,0
"2884","51530",1,0.4584195283,0.62,0
"2885","51540",1,0.7863115206,0.22,0
"2886","51550",3,0.5028404858,0.49,6.299
"2887","51570",1,0.2902458366,0.69,1.499
"2888","51580",1,0.5551298425,0.42,0
"2889","51590",0,0.5918259786,0.38,0
"2890","51595",1,0.6506116208,0.33,0
"2891","51600",4,0.6023487719,0.41,0
"2892","51610",4,0.6970011876,0.3,0
"2893","51620",4,0.3793185045,0.34,0
"2894","51630",4,0.6379560531,0.35,0
"2895","51640",0,0.4383333333,0.58,0
"2896","51650",3,0.6915423619,0.28,4.8
"2897","51660",1,0.5766971725,0.42,0
"2898","51670",1,0.5555555556,0.41,1.499
"2899","51678",1,0.6234817814,0.43,0
"2900","51680",0,0.4743701889,0.54,0
"2901","51683",4,0.5525503454,0.43,0
"2902","51685",4,0.5957910015,0.36,0
"2903","51690",0,0.6354982343,0.37,0
"2904","51700",3,0.6402227204,0.34,3.999
"2905","51710",3,0.7114591827,0.27,4.8
"2906","51720",1,0.4930325149,0.6,0
"2907","51730",1,0.8870998905,0.1,0
"2908","51735",4,0.2479080981,0.75,4.199
"2909","51740",0,0.6937986992,0.28,4.902
"2910","51750",0,0.5400921659,0.47,0
"2911","51760",1,0.4322735773,0.21,0
"2912","51770",0,0.3893102771,0.38,0
"2913","51775",0,0.4170233384,0.59,0
"2914","51790",1,0.5064108393,0.47,0
"2915","51800",4,0.5413045066,0.42,4.8
"2916","51810",3,0.4921686957,0.5,4.8
"2917","51820",1,0.4415055951,0.54,0
"2918","51830",4,0.6400473233,0.35,0
"2919","51840",4,0.5209651899,0.48,0
"2920","53001",0,0.3173779769,0.66,0
"2921","53003",0,0.4236432911,0.57,0
"2922","53005",0,0.3611604866,0.62,0
"2923","53007",0,0.4310882789,0.57,0
"2924","53009",0,0.5122714641,0.48,0
"2925","53011",0,0.5217330678,0.49,0
"2926","53013",0,0.309512761,0.7,0
"2927","53015",0,0.5628379583,0.46,0
"2928","53017",0,0.3902747345,0.63,0
"2929","53019",0,0.4192377495,0.58,0
"2930","53021",0,0.3717649736,0.61,0
"2931","53023",0,0.2802919708,0.72,0
"2932","53025",0,0.3496117085,0.65,0
"2933","53027",0,0.5613778854,0.42,0
"2934","53029",0,0.5236244236,0.47,0
"2935","53031",0,0.6622224501,0.33,0
"2936","53033",0,0.7044356547,0.29,0
"2937","53035",0,0.5530725753,0.43,0
"2938","53037",0,0.4489157038,0.54,0
"2939","53039",0,0.4876852223,0.52,0
"2940","53041",0,0.3950713009,0.6,0
"2941","53043",0,0.3395973154,0.69,0
"2942","53045",0,0.531534738,0.45,0
"2943","53047",0,0.458249684,0.55,0
"2944","53049",0,0.5574342952,0.43,0
"2945","53051",0,0.3904309155,0.59,0
"2946","53053",0,0.5520519538,0.43,0
"2947","53055",0,0.6999121694,0.29,0
"2948","53057",0,0.5391865745,0.45,0
"2949","53059",0,0.5124587761,0.49,0
"2950","53061",0,0.5849695931,0.41,0
"2951","53063",0,0.4809845296,0.52,0
"2952","53065",0,0.3956139264,0.62,0
"2953","53067",0,0.5996453475,0.39,0
"2954","53069",0,0.4877192982,0.49,0
"2955","53071",0,0.407844198,0.59,0
"2956","53073",0,0.5821276875,0.42,0
"2957","53075",0,0.5082075333,0.5,0
"2958","53077",0,0.4352090032,0.55,0
"2959","54001",1,0.3882012538,0.66,0
"2960","54003",4,0.4288711369,0.6,0
"2961","54005",1,0.5411594552,0.64,0
"2962","54007",4,0.4998142645,0.6,0
"2963","54009",1,0.4773401535,0.54,0
"2964","54011",1,0.442045521,0.56,0
"2965","54013",1,0.4081974069,0.6,0
"2966","54015",4,0.4354640443,0.65,0
"2967","54017",1,0.2438374417,0.77,0
"2968","54019",4,0.475504899,0.59,0
"2969","54021",1,0.402087833,0.64,0
"2970","54023",4,0.2354484733,0.83,0
"2971","54025",4,0.4221193259,0.61,0
"2972","54027",1,0.3573320491,0.69,0
"2973","54029",1,0.4150958216,0.6,0
"2974","54031",1,0.3504847129,0.68,0
"2975","54033",1,0.4259458094,0.61,0
"2976","54035",1,0.3984297521,0.64,0
"2977","54037",4,0.5185185185,0.51,0
"2978","54039",1,0.4916482978,0.55,0
"2979","54041",1,0.3192202254,0.7,0
"2980","54043",1,0.4439796833,0.64,0
"2981","54045",1,0.4266034921,0.69,0
"2982","54047",4,0.5345665465,0.64,0
"2983","54049",1,0.4922991358,0.56,0
"2984","54051",1,0.4277078086,0.63,0
"2985","54053",1,0.4219521458,0.59,0
"2986","54055",4,0.3538483644,0.73,0
"2987","54057",3,0.3248841884,0.71,0
"2988","54059",1,0.4298108206,0.7,0
"2989","54061",1,0.5106969697,0.54,0
"2990","54063",4,0.3595690285,0.69,0
"2991","54065",4,0.3735322558,0.64,0
"2992","54067",4,0.4846700016,0.67,0
"2993","54069",1,0.438884289,0.6,0
"2994","54071",4,0.3892393321,0.65,0
"2995","54073",1,0.3833333333,0.64,0
"2996","54075",4,0.4256850263,0.61,0
"2997","54077",3,0.3565047222,0.71,0
"2998","54079",1,0.376899696,0.68,0
"2999","54081",4,0.3620257695,0.71,0
"3000","54083",4,0.418817652,0.63,0
"3001","54085",1,0.2597846073,0.77,0
"3002","54087",1,0.4514501892,0.59,0
"3003","54089",4,0.4306527909,0.63,0
"3004","54091",1,0.3985507246,0.65,0
"3005","54093",3,0.3663423011,0.69,0
"3006","54095",1,0.332793959,0.71,0
"3007","54097",3,0.3255029785,0.72,0
"3008","54099",1,0.3979518622,0.62,0
"3009","54101",3,0.5094090459,0.62,0
"3010","54103",1,0.4558800562,0.59,0
"3011","54105",1,0.3370932755,0.66,0
"3012","54107",1,0.3493025736,0.65,0
"3013","54109",4,0.3630547781,0.76,0
"3014","55001",0,0.5836599337,0.45,0
"3015","55003",0,0.6863855422,0.34,0
"3016","55005",0,0.5288836333,0.51,0
"3017","55007",0,0.6362281822,0.37,0
"3018","55009",0,0.5401838076,0.5,0
"3019","55011",0,0.5644772308,0.48,0
"3020","55013",0,0.500461574,0.53,0
"3021","55015",0,0.5031979715,0.55,0
"3022","55017",0,0.5378474178,0.5,0
"3023","55019",0,0.5291193182,0.54,0
"3024","55021",0,0.5706944397,0.43,0
"3025","55023",0,0.6282491417,0.39,0
"3026","55025",0,0.7295841832,0.28,0
"3027","55027",0,0.4487761501,0.57,0
"3028","55029",0,0.5814033479,0.46,0
"3029","55031",0,0.6593209748,0.34,0
"3030","55033",0,0.5670170257,0.47,0
"3031","55035",0,0.6039176385,0.43,0
"3032","55037",0,0.4232922732,0.63,0
"3033","55039",0,0.4492559324,0.57,0
"3034","55041",0,0.5710925807,0.47,0
"3035","55043",0,0.6124620061,0.42,0
"3036","55045",0,0.6222739326,0.41,0
"3037","55047",0,0.4200462282,0.6,0
"3038","55049",0,0.6661167931,0.34,0
"3039","55051",0,0.558146313,0.49,0
"3040","55053",0,0.6030955731,0.42,0
"3041","55055",0,0.4979915949,0.53,0
"3042","55057",0,0.5369713742,0.46,0
"3043","55059",0,0.5853630367,0.43,0
"3044","55061",0,0.5486659849,0.52,0
"3045","55063",0,0.6112363117,0.41,0
"3046","55065",0,0.6049603682,0.42,0
"3047","55067",0,0.4992292871,0.55,0
"3048","55069",0,0.5542462146,0.49,0
"3049","55071",0,0.5299470549,0.51,0
"3050","55073",0,0.5365411004,0.53,0
"3051","55075",0,0.5268292683,0.51,0
"3052","55077",0,0.520359666,0.47,0
"3053","55078",0,0.8686938493,0.13,0
"3054","55079",0,0.6753440479,0.32,0
"3055","55081",0,0.5333542944,0.5,0
"3056","55083",0,0.5242421042,0.54,0
"3057","55085",0,0.5445023783,0.51,0
"3058","55087",0,0.5507035154,0.5,0
"3059","55089",0,0.3863346105,0.65,0
